  2459010.5711050       0.993594       0.006688 0 -1 -1 
  2459010.5724940       0.995609       0.006689 0 -1 -1 
  2459010.5738820       1.010092       0.006695 0 -1 -1 
  2459010.5752710       0.993484       0.006701 0 -1 -1 
  2459010.5766600       0.998792       0.006712 0 -1 -1 
  2459010.5780490       0.995438       0.006697 0 -1 -1 
  2459010.5794380       0.999284       0.006693 0 -1 -1 
  2459010.5808270       1.002286       0.006696 0 -1 -1 
  2459010.5822160       1.005755       0.006714 0 -1 -1 
  2459010.5836050       1.000951       0.006702 0 -1 -1 
  2459010.5849940       0.996305       0.006687 0 -1 -1 
  2459010.5863820       0.988978       0.006708 0 -1 -1 
  2459010.5877710       0.998893       0.006694 0 -1 -1 
  2459010.5891600       0.999607       0.006708 0 -1 -1 
  2459010.5905490       1.005272       0.006701 0 -1 -1 
  2459010.5919380       1.009052       0.006710 0 -1 -1 
  2459010.5933270       0.999337       0.006699 0 -1 -1 
  2459010.5947160       0.993242       0.006696 0 -1 -1 
  2459010.5961050       0.994327       0.006705 0 -1 -1 
  2459010.5974940       0.993948       0.006697 0 -1 -1 
  2459010.5988820       1.001144       0.006724 0 -1 -1 
  2459010.6002710       1.003164       0.006712 0 -1 -1 
  2459010.6016600       0.999588       0.006705 0 -1 -1 
  2459010.6030490       0.998924       0.006717 0 -1 -1 
  2459010.6044380       1.009232       0.006725 0 -1 -1 
  2459010.6058270       1.007347       0.006714 0 -1 -1 
  2459010.6072160       0.994873       0.006712 0 -1 -1 
  2459010.6086050       0.999776       0.006720 0 -1 -1 
  2459010.6099940       0.998180       0.006708 0 -1 -1 
  2459010.6113830       1.000106       0.006721 0 -1 -1 
  2459010.6127710       0.989359       0.006713 0 -1 -1 
  2459010.6141600       1.006999       0.006727 0 -1 -1 
  2459010.6155490       1.003483       0.006744 0 -1 -1 
  2459010.6169380       1.003483       0.006723 0 -1 -1 
  2459010.6183270       1.004197       0.006737 0 -1 -1 
  2459010.6197160       0.997099       0.006727 0 -1 -1 
  2459010.6211050       0.998976       0.006723 0 -1 -1 
  2459010.6224940       0.997468       0.006727 0 -1 -1 
  2459010.6238830       1.004220       0.006744 0 -1 -1 
  2459010.6252710       0.998810       0.006731 0 -1 -1 
  2459010.6266600       1.000065       0.006733 0 -1 -1 
  2459010.6280490       1.005699       0.006748 0 -1 -1 
  2459010.6294380       0.992955       0.006737 0 -1 -1 
  2459010.6308270       1.001123       0.006720 0 -1 -1 
  2459010.6322160       0.994640       0.006737 0 -1 -1 
  2459010.6336050       1.003039       0.006730 0 -1 -1 
  2459010.6349940       0.999219       0.006742 0 -1 -1 
  2459010.6363830       0.998823       0.006728 0 -1 -1 
  2459010.6377710       1.002015       0.006729 0 -1 -1 
  2459010.6391600       1.005753       0.006729 0 -1 -1 
  2459010.6405490       0.995525       0.006735 0 -1 -1 
  2459010.6419380       1.004507       0.006733 0 -1 -1 
  2459010.6433270       0.997581       0.006746 0 -1 -1 
  2459010.6447160       0.992033       0.006728 0 -1 -1 
  2459010.6461050       1.000944       0.006734 0 -1 -1 
  2459010.6474940       1.005148       0.006741 0 -1 -1 
  2459010.6488830       0.989747       0.006733 0 -1 -1 
  2459010.6502710       1.003042       0.006732 0 -1 -1 
  2459010.6516600       1.004691       0.006732 0 -1 -1 
  2459010.6530490       0.995174       0.006746 0 -1 -1 
  2459010.6544380       1.004235       0.006753 0 -1 -1 
  2459010.6558270       0.994559       0.006734 0 -1 -1 
  2459010.6572160       1.001969       0.006734 0 -1 -1 
  2459010.6586050       1.000715       0.006760 0 -1 -1 
  2459010.6599940       0.990749       0.006736 0 -1 -1 
  2459010.6613830       0.995321       0.006738 0 -1 -1 
  2459010.6627720       1.005090       0.006741 0 -1 -1 
  2459010.6641600       0.993883       0.006735 0 -1 -1 
  2459010.6655490       1.004421       0.006732 0 -1 -1 
  2459010.6669380       0.999738       0.006741 0 -1 -1 
  2459010.6683270       0.999448       0.006736 0 -1 -1 
  2459010.6697160       1.012903       0.006741 0 -1 -1 
  2459010.6711050       1.005819       0.006736 0 -1 -1 
  2459010.6724940       0.997927       0.006734 0 -1 -1 
  2459010.6738830       1.004551       0.006771 0 -1 -1 
  2459010.6752720       1.007589       0.006739 0 -1 -1 
  2459010.6766600       1.004218       0.006748 0 -1 -1 
  2459010.6780490       0.995537       0.006739 0 -1 -1 
  2459010.6794380       1.004685       0.006755 0 -1 -1 
  2459010.6808270       1.000758       0.006739 0 -1 -1 
  2459010.6822160       1.008398       0.006739 0 -1 -1 
  2459010.6836050       1.006682       0.006745 0 -1 -1 
  2459010.6849940       1.011103       0.006754 0 -1 -1 
  2459010.6863830       1.003844       0.006739 0 -1 -1 
  2459010.6877720       1.002748       0.006741 0 -1 -1 
